"Woonplaatsen in Nederland 2015"
"Onderwerpen";"Woonplaatscode";"Gemeente";"Gemeente";"Provincie";"Provincie";"Landsdeel";"Landsdeel"
"Boornbergum";"3275";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Boornzwaag";"2485";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Borculo";"1659";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Borger";"1782";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Borgercompagnie";"2275";"Menterwolde";"GM1987";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Borgercompagnie";"1242";"Veendam";"GM0047";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Borgsweer";"3233";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Born";"2808";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Borne";"3511";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bornerbroek";"1926";"Almelo";"GM0141";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bornwird";"3389";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Borssele";"1252";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Bosch en Duin";"2823";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Boschoord";"3105";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Boskoop";"2998";"Alphen aan den Rijn";"GM0484";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Bosschenhoofd";"1249";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Botlek Rotterdam";"3080";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Bourtange";"2294";"Vlagtwedde";"GM0048";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Bovenkarspel";"1102";"Stede Broec";"GM0532";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Boven-Leeuwen";"1770";"West Maas en Waal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Bovensmilde";"3007";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Boxmeer";"1215";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Boxtel";"2439";"Boxtel";"GM0757";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Braamt";"2204";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brakel";"2628";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brandwijk";"1981";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Brantgum";"3390";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breda";"1702";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Bredevoort";"1194";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breedenbroek";"1587";"Oude IJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Breezand";"3186";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Breezanddijk";"2303";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Breskens";"2965";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Breukelen";"1392";"Stichtse Vecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Breukeleveen";"3004";"Wijdemeren";"GM1696";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Brielle";"2368";"Brielle";"GM0501";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Briltil";"2115";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Britsum";"3225";"Leeuwarderadeel";"GM0081";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Britswert";"2012";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek";"2486";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Broek in Waterland";"1940";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broek op Langedijk";"1116";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Broekhuizen";"1027";"Horst aan de Maas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekhuizen";"1086";"Meppel";"GM0119";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Broekhuizenvorst";"1028";"Horst aan de Maas";"GM1507";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Broekland";"1497";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Broeksterwâld";"3265";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bronkhorst";"1530";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Bronneger";"1783";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bronnegerveen";"1784";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Brouwershaven";"2674";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Bruchem";"2629";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brucht";"1542";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruchterveld";"3609";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinehaar";"3320";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bruinisse";"2675";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Brummen";"1111";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Brunssum";"2849";"Brunssum";"GM0899";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bruntinge";"3008";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buchten";"2809";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Budel";"1571";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Dorplein";"1573";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Budel-Schoot";"1572";"Cranendonck";"GM1706";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Buggenum";"2941";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Buinen";"1785";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buinerveen";"1786";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Buitenkaag";"1607";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buitenpost";"3175";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"De Bult";"2697";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Bunde";"1461";"Meerssen";"GM0938";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Bunne";"2914";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Bunnik";"2603";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Bunschoten-Spakenburg";"2237";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Burdaard";"3200";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"2589";"Ameland";"GM0060";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Buren";"3372";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Den Burg";"2740";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerbrug";"2762";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgerveen";"1603";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Burgh-Haamstede";"2676";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Burgum";"2451";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burgwerd";"2304";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Burum";"3308";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Bussum";"1331";"Bussum";"GM0381";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Buurmalsen";"3532";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Buurmalsen";"3373";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Cadier en Keer";"1692";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Cadzand";"2964";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Callantsoog";"2757";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Capelle aan den IJssel";"1105";"Capelle aan den IJssel";"GM0502";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Castelre";"2885";"Baarle-Nassau";"GM0744";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castenray";"2328";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Casteren";"1067";"Bladel";"GM1728";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Castricum";"2268";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Chaam";"3433";"Alphen-Chaam";"GM1723";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Clinge";"3092";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"De Cocksdorp";"2737";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Coevorden";"2147";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Colijnsplaat";"3190";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Collendoorn";"1544";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Colmschate";"2855";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Cornwerd";"2305";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Cothen";"1304";"Wijk bij Duurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Creil";"1281";"Noordoostpolder";"GM0171";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Cromvoirt";"1620";"Vught";"GM0865";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Cruquius";"1612";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Cuijk";"1450";"Cuijk";"GM1684";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Culemborg";"2052";"Culemborg";"GM0216";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Daarle";"1038";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Daarlerveen";"1039";"Hellendoorn";"GM0163";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalem";"2300";"Gorinchem";"GM0512";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dalen";"2148";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerpeel";"2149";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalerveen";"2150";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dalfsen";"1237";"Dalfsen";"GM0148";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dalmsholte";"2550";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Damwâld";"3266";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Darp";"3106";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dearsum";"2526";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dedemsvaart";"1546";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dedgum";"2306";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Deelen";"2773";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deest";"2903";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deil";"3217";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Deinum";"2727";"Menameradiel";"GM1908";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delden";"1440";"Hof van Twente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Delfgauw";"1143";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfstrahuizen";"2240";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Delft";"2138";"Delft";"GM0503";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Delfzijl";"3234";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Delwijnen";"2630";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Demen";"3260";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Denekamp";"1408";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurne";"1774";"Deurne";"GM0762";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurningen";"1409";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deurningen";"1669";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Deursen-Dennenburg";"3256";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Deurze";"1154";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Deventer";"2856";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Didam";"2205";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dieden";"3259";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diemen";"2144";"Diemen";"GM0384";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Diepenheim";"1441";"Hof van Twente";"GM1735";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Diepenveen";"2857";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dieren";"1504";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diessen";"1308";"Hilvarenbeek";"GM0798";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Diever";"3107";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dieverbrug";"3108";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Diffelen";"1548";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Dijken";"2487";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dinteloord";"1402";"Steenbergen";"GM0851";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dinxperlo";"1196";"Aalten";"GM0197";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Diphoorn";"2152";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dirkshorn";"3289";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Dirksland";"2377";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dodewaard";"1094";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doenrade";"2100";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Doesburg";"2142";"Doesburg";"GM0221";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doetinchem";"3246";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doeveren";"3514";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Doezum";"2174";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Dokkum";"3391";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Dolder";"2822";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doldersum";"3109";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Domburg";"2776";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Donderen";"2916";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Dongen";"2799";"Dongen";"GM0766";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dongjum";"1372";"Franekeradeel";"GM0070";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doniaga";"2488";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Donkerbroek";"1754";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Doorn";"3339";"Utrechtse Heuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Doornenburg";"3134";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doornspijk";"1846";"Elburg";"GM0230";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Doorwerth";"2986";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dordrecht";"2351";"Dordrecht";"GM0505";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Dorst";"2959";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drachten";"3279";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachten-Azeven";"3344";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drachtstercompagnie";"3280";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dreischor";"2677";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Drempt";"1520";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Dreumel";"1771";"West Maas en Waal";"GM0668";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driebergen-Rijsenburg";"3335";"Utrechtse Heuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Drieborg";"1422";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Driebruggen";"2477";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Driehuis NH";"2836";"Velsen";"GM0453";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driehuizen";"1886";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Driel";"1863";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Driewegen";"1253";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Driezum";"3268";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drijber";"3009";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drimmelen";"2574";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Drogeham";"3176";"Achtkarspelen";"GM0059";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Drogteropslagen";"3163";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drongelen";"1952";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dronryp";"2729";"Menameradiel";"GM1908";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Dronten";"2430";"Dronten";"GM0303";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Drouwen";"1787";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenermond";"1788";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drouwenerveen";"1789";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Drunen";"3498";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Druten";"2904";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duiven";"2096";"Duiven";"GM0226";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Duivendrecht";"3568";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Duizel";"2992";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Den Dungen";"2058";"Sint-Michielsgestel";"GM0845";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dussen";"2214";"Werkendam";"GM0870";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Dwingeloo";"3110";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eagum";"2524";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Earnewâld";"2456";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterein";"2013";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterlittens";"2014";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eastermar";"2454";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Easterwierrum";"2015";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echt";"2041";"Echt-Susteren";"GM1711";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Echteld";"3524";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Echten";"3164";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Echten";"2241";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Echtenerbrug";"2242";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eck en Wiel";"3374";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eckelrade";"1693";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Edam";"1747";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ede";"2764";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ederveen";"2769";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ee";"3392";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eede";"2966";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Eefde";"1336";"Lochem";"GM0262";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eelde";"2909";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eelderwolde";"2911";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eemdijk";"2238";"Bunschoten";"GM0313";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemnes";"1037";"Eemnes";"GM0317";"Utrecht";"PV26";"West-Nederland";"LD03"
"Eemshaven";"3473";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een";"1634";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eenrum";"3415";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Eenum";"3444";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Een-West";"1635";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eerbeek";"1114";"Brummen";"GM0213";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eersel";"2993";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ees";"1790";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesergroen";"1791";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eeserveen";"1792";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eesterga";"2243";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Eesveen";"2699";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Eethen";"1953";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Eext";"1155";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterveen";"1156";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterveenschekanaal";"1157";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Eexterzandvoort";"1158";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Egchel";"3439";"Peel en Maas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Egmond aan den Hoef";"3048";"Bergen (NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Egmond aan Zee";"3049";"Bergen (NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Egmond-Binnen";"3050";"Bergen (NH.)";"GM0373";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Eibergen";"1662";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Eijsden";"1700";"Eijsden-Margraten";"GM1903";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Eindhoven";"1101";"Eindhoven";"GM0772";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Einighausen";"2810";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ekehaar";"1159";"Aa en Hunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
