Variant;Woonplaats;Woonplaatscode;Gemeente;Gemeente_code;Provincie;Provincie_code;Landsdeel;Landsdeel_code
menameradiel;Menameradiel;;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
skingen;Skingen;2732;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
slappeterp;Slappeterp;2733;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
wier;Wier;2734;Menameradiel;GM1908;Friesland;PV21;Noord-Nederland;LD01
borgercompagnie;Borgercompagnie;2275;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
meeden;Meeden;2277;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
menterwolde;Menterwolde;;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
muntendam;Muntendam;2278;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
noordbroek;Noordbroek;2279;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
tripscompagnie;Tripscompagnie;2276;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
zuidbroek;Zuidbroek;2280;Menterwolde;GM1987;Groningen;PV20;Noord-Nederland;LD01
broekhuizen;Broekhuizen;1086;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
de schiphorst;De Schiphorst;1085;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
meppel;Meppel;1082;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
nijeveen;Nijeveen;1083;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
nyeveen;Nijeveen;1083;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
rogat;Rogat;1084;Meppel;GM0119;Drenthe;PV22;Noord-Nederland;LD01
arnemuiden;Arnemuiden;1008;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
middelburg;Middelburg;1007;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw- en sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw en sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw- & sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw & sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw-&sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
nieuw&sint joosland;Nieuw- en Sint Joosland;1009;Middelburg;GM0687;Zeeland;PV29;West-Nederland;LD03
den hoorn;Den Hoorn;2807;Midden-Delfland;GM1842;Zuid-Holland;PV28;West-Nederland;LD03
maasland;Maasland;2806;Midden-Delfland;GM1842;Zuid-Holland;PV28;West-Nederland;LD03
midden-delfland;Midden-Delfland;;Midden-Delfland;GM1842;Zuid-Holland;PV28;West-Nederland;LD03
midden delfland;Midden-Delfland;;Midden-Delfland;GM1842;Zuid-Holland;PV28;West-Nederland;LD03
schipluiden;Schipluiden;2805;Midden-Delfland;GM1842;Zuid-Holland;PV28;West-Nederland;LD03
balinge;Balinge;3005;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
beilen;Beilen;3006;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
bovensmilde;Bovensmilde;3007;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
bruntinge;Bruntinge;3008;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
drijber;Drijber;3009;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
dryber;Drijber;3009;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
elp;Elp;3010;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
eursinge;Eursinge;3011;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
garminge;Garminge;3012;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
hijken;Hijken;3013;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
hyken;Hijken;3013;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
hooghalen;Hooghalen;3015;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
mantinge;Mantinge;3016;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
midden-drenthe;Midden-Drenthe;;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
midden drenthe;Midden-Drenthe;;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
nieuw-balinge;Nieuw-Balinge;3018;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
nieuw balinge;Nieuw-Balinge;3018;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
oranje;Oranje;3019;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
orvelte;Orvelte;3020;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
smilde;Smilde;3021;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
stuifzand;Stuifzand;3023;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
westerbork;Westerbork;3025;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
wijster;Wijster;3026;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
wyster;Wijster;3026;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
witteveen;Witteveen;3027;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
zuidveld;Zuidveld;3028;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
zwiggelte;Zwiggelte;3029;Midden-Drenthe;GM1731;Drenthe;PV22;Noord-Nederland;LD01
langenboom;Langenboom;1978;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
mill;Mill;1976;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
mill en sint hubert;Mill en Sint Hubert;;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
mill & sint hubert;Mill en Sint Hubert;;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
mill&sint hubert;Mill en Sint Hubert;;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
sint hubert;Sint Hubert;1977;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
wilbertoord;Wilbertoord;1979;Mill en Sint Hubert;GM0815;Noord-Brabant;PV30;Zuid-Nederland;LD04
fijnaart;Fijnaart;1321;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
fynaart;Fijnaart;1321;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
heijningen;Heijningen;1318;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
heyningen;Heijningen;1318;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
klundert;Klundert;1319;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
langeweg;Langeweg;1326;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
moerdijk;Moerdijk;1322;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
moerdyk;Moerdijk;1322;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
noordhoek;Noordhoek;1325;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
oudemolen;Oudemolen;1320;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
standdaarbuiten;Standdaarbuiten;1324;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
willemstad;Willemstad;1317;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
zevenbergen;Zevenbergen;1323;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
zevenbergschen hoek;Zevenbergschen Hoek;1327;Moerdijk;GM1709;Noord-Brabant;PV30;Zuid-Nederland;LD04
bleskensgraaf ca;Bleskensgraaf ca;1980;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
brandwijk;Brandwijk;1981;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
brandwyk;Brandwijk;1981;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
brandwijck;Brandwijk;1981;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
goudriaan;Goudriaan;1982;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
groot-ammers;Groot-Ammers;1806;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
groot ammers;Groot-Ammers;1806;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
kinderdijk;Kinderdijk;2794;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
kinderdyk;Kinderdijk;2794;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
langerak;Langerak;1808;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
molenaarsgraaf;Molenaarsgraaf;1983;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
molenwaard;Molenwaard;;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
nieuw-lekkerland;Nieuw-Lekkerland;2795;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
nieuw lekkerland;Nieuw-Lekkerland;2795;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
nieuwpoort;Nieuwpoort;1807;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
ottoland;Ottoland;1984;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
oud-alblas;Oud-Alblas;1985;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
oud alblas;Oud-Alblas;1985;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
streefkerk;Streefkerk;1805;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
waal;Waal;1809;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
wijngaarden;Wijngaarden;1986;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
wyngaarden;Wijngaarden;1986;Molenwaard;GM1927;Zuid-Holland;PV28;West-Nederland;LD03
's-heerenberg;'s-Heerenberg;2206;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
s heerenberg;'s-Heerenberg;2206;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
sheerenberg;'s-Heerenberg;2206;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
azewijn;Azewijn;2202;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
azewyn;Azewijn;2202;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
beek;Beek;2203;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
braamt;Braamt;2204;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
didam;Didam;2205;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
kilder;Kilder;2207;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
lengel;Lengel;2208;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
loerbeek;Loerbeek;2209;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
montferland;Montferland;;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
stokkum;Stokkum;2210;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
vethuizen;Vethuizen;2211;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
wijnbergen;Wijnbergen;2212;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
wynbergen;Wijnbergen;2212;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
zeddam;Zeddam;2213;Montferland;GM1955;Gelderland;PV25;Oost-Nederland;LD02
linschoten;Linschoten;1963;Montfoort;GM0335;Utrecht;PV26;West-Nederland;LD03
montfoort;Montfoort;1964;Montfoort;GM0335;Utrecht;PV26;West-Nederland;LD03
middelaar;Middelaar;2801;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
molenhoek;Molenhoek;2802;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
mook;Mook;2803;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
mook en middelaar;Mook en Middelaar;;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
mook & middelaar;Mook en Middelaar;;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
mook&middelaar;Mook en Middelaar;;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
plasmolen;Plasmolen;2804;Mook en Middelaar;GM0944;Limburg;PV31;Zuid-Nederland;LD04
muiden;Muiden;1518;Muiden;GM0424;Noord-Holland;PV27;West-Nederland;LD03
muiderberg;Muiderberg;1519;Muiden;GM0424;Noord-Holland;PV27;West-Nederland;LD03
naarden;Naarden;1052;Naarden;GM0425;Noord-Holland;PV27;West-Nederland;LD03
dodewaard;Dodewaard;1094;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
echteld;Echteld;3524;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
ijzendoorn;IJzendoorn;1099;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
yzendoorn;IJzendoorn;1099;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
kesteren;Kesteren;1096;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
neder-betuwe;Neder-Betuwe;;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
neder betuwe;Neder-Betuwe;;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
ochten;Ochten;1097;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
opheusden;Opheusden;1098;Neder-Betuwe;GM1740;Gelderland;PV25;Oost-Nederland;LD02
leveroy;Leveroy;2040;Nederweert;GM0946;Limburg;PV31;Zuid-Nederland;LD04
nederweert;Nederweert;2037;Nederweert;GM0946;Limburg;PV31;Zuid-Nederland;LD04
nederweert-eind;Nederweert-Eind;2039;Nederweert;GM0946;Limburg;PV31;Zuid-Nederland;LD04
nederweert eind;Nederweert-Eind;2039;Nederweert;GM0946;Limburg;PV31;Zuid-Nederland;LD04
ospel;Ospel;2038;Nederweert;GM0946;Limburg;PV31;Zuid-Nederland;LD04
est;Est;3359;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
haaften;Haaften;3360;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
heesselt;Heesselt;3361;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
hellouw;Hellouw;3362;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
neerijnen;Neerijnen;3363;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
neerynen;Neerijnen;3363;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
ophemert;Ophemert;3364;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
opijnen;Opijnen;3365;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
opynen;Opijnen;3365;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
tuil;Tuil;3366;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
varik;Varik;3367;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
waardenburg;Waardenburg;3368;Neerijnen;GM0304;Gelderland;PV25;Oost-Nederland;LD02
nieuwegein;Nieuwegein;1108;Nieuwegein;GM0356;Utrecht;PV26;West-Nederland;LD03
nieuwkoop;Nieuwkoop;2667;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
nieuwveen;Nieuwveen;2670;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
noorden;Noorden;2668;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
ter aar;Ter Aar;2673;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
vrouwenakker;Vrouwenakker;2672;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
woerdense verlaat;Woerdense Verlaat;2669;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
zevenhoven;Zevenhoven;2671;Nieuwkoop;GM0569;Zuid-Holland;PV28;West-Nederland;LD03
hoevelaken;Hoevelaken;2871;Nijkerk;GM0267;Gelderland;PV25;Oost-Nederland;LD02
nijkerk;Nijkerk;3606;Nijkerk;GM0267;Gelderland;PV25;Oost-Nederland;LD02
nykerk;Nijkerk;3606;Nijkerk;GM0267;Gelderland;PV25;Oost-Nederland;LD02
nijkerkerveen;Nijkerkerveen;3607;Nijkerk;GM0267;Gelderland;PV25;Oost-Nederland;LD02
nykerkerveen;Nijkerkerveen;3607;Nijkerk;GM0267;Gelderland;PV25;Oost-Nederland;LD02
lent;Lent;2545;Nijmegen;GM0268;Gelderland;PV25;Oost-Nederland;LD02
nijmegen;Nijmegen;3030;Nijmegen;GM0268;Gelderland;PV25;Oost-Nederland;LD02
nymegen;Nijmegen;3030;Nijmegen;GM0268;Gelderland;PV25;Oost-Nederland;LD02
abbenbroek;Abbenbroek;1385;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
geervliet;Geervliet;1386;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
heenvliet;Heenvliet;1387;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
hekelingen;Hekelingen;3033;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
nissewaard;Nissewaard;;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
oudenhoorn;Oudenhoorn;1388;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
simonshaven;Simonshaven;1389;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
spijkenisse;Spijkenisse;3032;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
spykenisse;Spijkenisse;3032;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
zuidland;Zuidland;1390;Nissewaard;GM1930;Zuid-Holland;PV28;West-Nederland;LD03
colijnsplaat;Colijnsplaat;3190;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
colynsplaat;Colijnsplaat;3190;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
geersdijk;Geersdijk;3193;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
geersdyk;Geersdijk;3193;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
kamperland;Kamperland;3188;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
kats;Kats;3192;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
kortgene;Kortgene;3189;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
noord-beveland;Noord-Beveland;;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
noord beveland;Noord-Beveland;;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
wissenkerke;Wissenkerke;3191;Noord-Beveland;GM1695;Zeeland;PV29;West-Nederland;LD03
alteveer;Alteveer;1633;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
een;Een;1634;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
een-west;Een-West;1635;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
een west;Een-West;1635;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
foxwolde;Foxwolde;1636;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
huis ter heide;Huis ter Heide;1637;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
langelo;Langelo;1638;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
leutingewolde;Leutingewolde;1639;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
lieveren;Lieveren;1640;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
matsloot;Matsloot;1641;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
nietap;Nietap;1642;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
nieuw-roden;Nieuw-Roden;1643;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
nieuw roden;Nieuw-Roden;1643;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
noordenveld;Noordenveld;;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
norg;Norg;1644;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
peest;Peest;1645;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
peize;Peize;1646;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
roden;Roden;1647;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
roderesch;Roderesch;1648;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
roderwolde;Roderwolde;1649;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
steenbergen;Steenbergen;1650;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
veenhuizen;Veenhuizen;1651;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
westervelde;Westervelde;1652;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
zuidvelde;Zuidvelde;1653;Noordenveld;GM1699;Drenthe;PV22;Noord-Nederland;LD01
bant;Bant;1272;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
creil;Creil;1281;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
emmeloord;Emmeloord;1271;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
ens;Ens;1276;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
espel;Espel;1280;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
kraggenburg;Kraggenburg;1275;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
luttelgeest;Luttelgeest;1273;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
marknesse;Marknesse;1274;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
nagele;Nagele;1278;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
noordoostpolder;Noordoostpolder;;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
rutten;Rutten;1282;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
schokland;Schokland;1277;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
tollebeek;Tollebeek;1279;Noordoostpolder;GM0171;Flevoland;PV24;Oost-Nederland;LD02
noordwijk;Noordwijk;2061;Noordwijk;GM0575;Zuid-Holland;PV28;West-Nederland;LD03
noordwyk;Noordwijk;2061;Noordwijk;GM0575;Zuid-Holland;PV28;West-Nederland;LD03
noordwijck;Noordwijk;2061;Noordwijk;GM0575;Zuid-Holland;PV28;West-Nederland;LD03
de zilk;De Zilk;1928;Noordwijkerhout;GM0576;Zuid-Holland;PV28;West-Nederland;LD03
noordwijkerhout;Noordwijkerhout;1927;Noordwijkerhout;GM0576;Zuid-Holland;PV28;West-Nederland;LD03
noordwykerhout;Noordwijkerhout;1927;Noordwijkerhout;GM0576;Zuid-Holland;PV28;West-Nederland;LD03
noordwijckerhout;Noordwijkerhout;1927;Noordwijkerhout;GM0576;Zuid-Holland;PV28;West-Nederland;LD03
nuenen;Nuenen;2136;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen, gerwen en nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen gerwen en nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen, gerwen & nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen gerwen & nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen, gerwen&nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
nuenen gerwen&nederwetten;Nuenen, Gerwen en Nederwetten;;Nuenen, Gerwen en Nederwetten;GM0820;Noord-Brabant;PV30;Zuid-Nederland;LD04
elspeet;Elspeet;2983;Nunspeet;GM0302;Gelderland;PV25;Oost-Nederland;LD02
hulshorst;Hulshorst;2984;Nunspeet;GM0302;Gelderland;PV25;Oost-Nederland;LD02
nunspeet;Nunspeet;2982;Nunspeet;GM0302;Gelderland;PV25;Oost-Nederland;LD02
vierhouten;Vierhouten;2985;Nunspeet;GM0302;Gelderland;PV25;Oost-Nederland;LD02
hulsberg;Hulsberg;2359;Nuth;GM0951;Limburg;PV31;Zuid-Nederland;LD04
nuth;Nuth;2358;Nuth;GM0951;Limburg;PV31;Zuid-Nederland;LD04
schimmert;Schimmert;2360;Nuth;GM0951;Limburg;PV31;Zuid-Nederland;LD04
wijnandsrade;Wijnandsrade;2361;Nuth;GM0951;Limburg;PV31;Zuid-Nederland;LD04
wynandsrade;Wijnandsrade;2361;Nuth;GM0951;Limburg;PV31;Zuid-Nederland;LD04
oegstgeest;Oegstgeest;2744;Oegstgeest;GM0579;Zuid-Holland;PV28;West-Nederland;LD03
oirschot;Oirschot;1207;Oirschot;GM0823;Noord-Brabant;PV30;Zuid-Nederland;LD04
oost west en middelbeers;Oost West en Middelbeers;1208;Oirschot;GM0823;Noord-Brabant;PV30;Zuid-Nederland;LD04
oost west & middelbeers;Oost West en Middelbeers;1208;Oirschot;GM0823;Noord-Brabant;PV30;Zuid-Nederland;LD04
oost west&middelbeers;Oost West en Middelbeers;1208;Oirschot;GM0823;Noord-Brabant;PV30;Zuid-Nederland;LD04
heukelom;Heukelom;2648;Oisterwijk;GM0824;Noord-Brabant;PV30;Zuid-Nederland;LD04
moergestel;Moergestel;2647;Oisterwijk;GM0824;Noord-Brabant;PV30;Zuid-Nederland;LD04
oisterwijk;Oisterwijk;2646;Oisterwijk;GM0824;Noord-Brabant;PV30;Zuid-Nederland;LD04
oisterwyk;Oisterwijk;2646;Oisterwijk;GM0824;Noord-Brabant;PV30;Zuid-Nederland;LD04
oisterwijck;Oisterwijk;2646;Oisterwijk;GM0824;Noord-Brabant;PV30;Zuid-Nederland;LD04
't waar;'t Waar;1895;Oldambt;GM1895;Groningen;PV20;Noord-Nederland;LD01
t waar;'t Waar;1895;Oldambt;GM1895;Groningen;PV20;Noord-Nederland;LD01
